dataset,mode,fold,run_index,family_id,family_label,result_type,result_label,rmse_raw,rmse_model_space,standardized_targets,source,entry_id,entry_label,resume_source
body_fat,kfold,4,4,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,0.01119239628314972,0.5827689170837402,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality,checkpoint
body_fat,kfold,4,4,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,0.010835238732397556,0.564172089099884,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation,checkpoint
body_fat,kfold,5,5,softmax,NN-kNN (softmax),pure,pure,0.011785950511693954,0.6217592358589172,True,nnknn,softmax:pure,NN-kNN (softmax) - pure,checkpoint
body_fat,kfold,5,5,softmax,NN-kNN (softmax),adaptation,adaptation,0.011949934996664524,0.630409836769104,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation,checkpoint
body_fat,kfold,5,5,softmax_locality,NN-kNN (softmax) + locality,locality,locality,0.011823054403066635,0.6237161755561829,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality,checkpoint
body_fat,kfold,5,5,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,0.011816015467047691,0.6233452558517456,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation,checkpoint
body_fat,kfold,5,5,sparsemax,NN-kNN (sparsemax),pure,pure,0.012754811905324459,0.6728705763816833,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure,checkpoint
body_fat,kfold,5,5,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,0.012151318602263927,0.6410342454910278,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation,checkpoint
body_fat,kfold,5,5,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,0.012830527499318123,0.6768651604652405,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality,checkpoint
body_fat,kfold,5,5,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,0.011856595054268837,0.6254855990409851,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation,checkpoint
airfoil,kfold,1,1,softmax,NN-kNN (softmax),pure,pure,2.0287811756134033,0.2906979024410248,True,nnknn,softmax:pure,NN-kNN (softmax) - pure,checkpoint
airfoil,kfold,1,1,softmax,NN-kNN (softmax),adaptation,adaptation,1.9853718280792236,0.2844778895378113,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation,checkpoint
airfoil,kfold,1,1,softmax_locality,NN-kNN (softmax) + locality,locality,locality,2.1435694694519043,0.30714550614356995,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality,checkpoint
airfoil,kfold,1,1,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,2.1148617267608643,0.3030320405960083,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation,checkpoint
airfoil,kfold,1,1,sparsemax,NN-kNN (sparsemax),pure,pure,1.8224084377288818,0.26112738251686096,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure,checkpoint
airfoil,kfold,1,1,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,1.7681306600570679,0.25335001945495605,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation,checkpoint
airfoil,kfold,1,1,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,1.939766526222229,0.2779431939125061,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality,checkpoint
airfoil,kfold,1,1,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,1.8434834480285645,0.2641470730304718,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation,checkpoint
airfoil,kfold,2,2,softmax,NN-kNN (softmax),pure,pure,2.143068790435791,0.31149551272392273,True,nnknn,softmax:pure,NN-kNN (softmax) - pure,checkpoint
airfoil,kfold,2,2,softmax,NN-kNN (softmax),adaptation,adaptation,2.0666563510894775,0.300388902425766,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation,checkpoint
airfoil,kfold,2,2,softmax_locality,NN-kNN (softmax) + locality,locality,locality,2.1867775917053223,0.3178485333919525,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality,checkpoint
airfoil,kfold,2,2,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,2.140742540359497,0.31115734577178955,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation,checkpoint
airfoil,kfold,2,2,sparsemax,NN-kNN (sparsemax),pure,pure,1.8850457668304443,0.27399179339408875,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure,checkpoint
airfoil,kfold,2,2,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,1.8330345153808594,0.26643186807632446,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation,checkpoint
airfoil,kfold,2,2,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,1.9031208753585815,0.27661895751953125,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality,checkpoint
airfoil,kfold,2,2,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,1.8064334392547607,0.2625654637813568,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation,checkpoint
airfoil,kfold,3,3,softmax,NN-kNN (softmax),pure,pure,2.4007978439331055,0.3490705192089081,True,nnknn,softmax:pure,NN-kNN (softmax) - pure,checkpoint
airfoil,kfold,3,3,softmax,NN-kNN (softmax),adaptation,adaptation,2.2928736209869385,0.3333785831928253,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation,checkpoint
airfoil,kfold,3,3,softmax_locality,NN-kNN (softmax) + locality,locality,locality,2.481815814971924,0.36085036396980286,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality,checkpoint
airfoil,kfold,3,3,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,2.380340576171875,0.34609609842300415,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation,checkpoint
airfoil,kfold,3,3,sparsemax,NN-kNN (sparsemax),pure,pure,1.9708614349365234,0.2865588068962097,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure,checkpoint
airfoil,kfold,3,3,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,1.9243791103363037,0.2798003554344177,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation,checkpoint
airfoil,kfold,3,3,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,2.137354850769043,0.3107664883136749,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality,checkpoint
airfoil,kfold,3,3,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,1.9841827154159546,0.2884956896305084,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation,checkpoint
airfoil,kfold,4,4,softmax,NN-kNN (softmax),pure,pure,2.23116135597229,0.327743798494339,True,nnknn,softmax:pure,NN-kNN (softmax) - pure,checkpoint
airfoil,kfold,4,4,softmax,NN-kNN (softmax),adaptation,adaptation,2.058419704437256,0.30236905813217163,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation,checkpoint
airfoil,kfold,4,4,softmax_locality,NN-kNN (softmax) + locality,locality,locality,2.2372002601623535,0.32863086462020874,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality,checkpoint
airfoil,kfold,4,4,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,2.0300533771514893,0.2982022762298584,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation,checkpoint
airfoil,kfold,4,4,sparsemax,NN-kNN (sparsemax),pure,pure,1.9419680833816528,0.2852630913257599,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure,checkpoint
airfoil,kfold,4,4,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,1.812722086906433,0.26627761125564575,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation,checkpoint
airfoil,kfold,4,4,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,1.9513193368911743,0.28663673996925354,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality,checkpoint
airfoil,kfold,4,4,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,1.8206180334091187,0.26743751764297485,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation,checkpoint
airfoil,kfold,5,5,softmax,NN-kNN (softmax),pure,pure,2.1262714862823486,0.3061768710613251,True,nnknn,softmax:pure,NN-kNN (softmax) - pure,checkpoint
airfoil,kfold,5,5,softmax,NN-kNN (softmax),adaptation,adaptation,2.0486207008361816,0.29499539732933044,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation,checkpoint
airfoil,kfold,5,5,softmax_locality,NN-kNN (softmax) + locality,locality,locality,2.1720128059387207,0.3127634525299072,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality,checkpoint
airfoil,kfold,5,5,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,1.9903194904327393,0.28660014271736145,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation,checkpoint
airfoil,kfold,5,5,sparsemax,NN-kNN (sparsemax),pure,pure,1.9439337253570557,0.279920756816864,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure,checkpoint
airfoil,kfold,5,5,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,1.8720308542251587,0.26956692337989807,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation,checkpoint
airfoil,kfold,5,5,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,1.9986791610717773,0.2878039479255676,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality,checkpoint
airfoil,kfold,5,5,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,1.9436696767807007,0.2798827290534973,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation,checkpoint
car,kfold,1,1,softmax,NN-kNN (softmax),pure,pure,13321.412109375,0.23353950679302216,True,nnknn,softmax:pure,NN-kNN (softmax) - pure,checkpoint
car,kfold,1,1,softmax,NN-kNN (softmax),adaptation,adaptation,13106.8662109375,0.22977827489376068,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation,checkpoint
car,kfold,1,1,softmax_locality,NN-kNN (softmax) + locality,locality,locality,12325.94140625,0.21608777344226837,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality,checkpoint
car,kfold,1,1,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,11891.3505859375,0.20846891403198242,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation,checkpoint
car,kfold,1,1,sparsemax,NN-kNN (sparsemax),pure,pure,10820.080078125,0.1896883249282837,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure,checkpoint
car,kfold,1,1,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,11571.509765625,0.2028617411851883,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation,checkpoint
car,kfold,1,1,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,11013.625,0.19308139383792877,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality,checkpoint
car,kfold,1,1,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,10754.927734375,0.18854615092277527,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation,checkpoint
car,kfold,2,2,softmax,NN-kNN (softmax),pure,pure,10834.7626953125,0.17682033777236938,True,nnknn,softmax:pure,NN-kNN (softmax) - pure,checkpoint
car,kfold,2,2,softmax,NN-kNN (softmax),adaptation,adaptation,10079.865234375,0.1645006239414215,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation,checkpoint
car,kfold,2,2,softmax_locality,NN-kNN (softmax) + locality,locality,locality,10462.9619140625,0.1707526445388794,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality,checkpoint
car,kfold,2,2,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,9470.990234375,0.15456394851207733,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation,checkpoint
car,kfold,2,2,sparsemax,NN-kNN (sparsemax),pure,pure,7142.5419921875,0.1165643036365509,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure,checkpoint
car,kfold,2,2,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,7157.8583984375,0.1168142706155777,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation,checkpoint
car,kfold,2,2,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,7706.26953125,0.12576419115066528,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality,checkpoint
car,kfold,2,2,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,7545.53955078125,0.12314111739397049,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation,checkpoint
car,kfold,3,3,softmax,NN-kNN (softmax),pure,pure,13048.267578125,0.21464799344539642,True,nnknn,softmax:pure,NN-kNN (softmax) - pure,checkpoint
car,kfold,3,3,softmax,NN-kNN (softmax),adaptation,adaptation,12479.216796875,0.2052869349718094,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation,checkpoint
car,kfold,3,3,softmax_locality,NN-kNN (softmax) + locality,locality,locality,12533.615234375,0.20618179440498352,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality,checkpoint
car,kfold,3,3,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,11456.5419921875,0.18846361339092255,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation,checkpoint
car,kfold,3,3,sparsemax,NN-kNN (sparsemax),pure,pure,10160.2890625,0.16713987290859222,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure,checkpoint
car,kfold,3,3,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,9862.5654296875,0.16224221885204315,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation,checkpoint
car,kfold,3,3,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,10932.0654296875,0.17983581125736237,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality,checkpoint
car,kfold,3,3,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,10538.9501953125,0.17336894571781158,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation,checkpoint
car,kfold,4,4,softmax,NN-kNN (softmax),pure,pure,15731.6767578125,0.26546213030815125,True,nnknn,softmax:pure,NN-kNN (softmax) - pure,checkpoint
car,kfold,4,4,softmax,NN-kNN (softmax),adaptation,adaptation,14778.431640625,0.24937671422958374,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation,checkpoint
car,kfold,4,4,softmax_locality,NN-kNN (softmax) + locality,locality,locality,15397.3525390625,0.2598206400871277,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality,checkpoint
car,kfold,4,4,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,14618.109375,0.2466713786125183,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation,checkpoint
car,kfold,4,4,sparsemax,NN-kNN (sparsemax),pure,pure,12880.994140625,0.21735864877700806,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure,checkpoint
car,kfold,4,4,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,11741.041015625,0.19812266528606415,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation,checkpoint
car,kfold,4,4,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,12605.060546875,0.2127024531364441,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality,checkpoint
car,kfold,4,4,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,12103.8642578125,0.20424506068229675,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation,checkpoint
car,kfold,5,5,softmax,NN-kNN (softmax),pure,pure,13342.912109375,0.22049175202846527,True,nnknn,softmax:pure,NN-kNN (softmax) - pure,checkpoint
car,kfold,5,5,softmax,NN-kNN (softmax),adaptation,adaptation,12111.75390625,0.2001468539237976,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation,checkpoint
car,kfold,5,5,softmax_locality,NN-kNN (softmax) + locality,locality,locality,12807.4443359375,0.21164315938949585,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality,checkpoint
car,kfold,5,5,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,11403.515625,0.18844321370124817,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation,checkpoint
car,kfold,5,5,sparsemax,NN-kNN (sparsemax),pure,pure,7543.830078125,0.12466186285018921,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure,checkpoint
car,kfold,5,5,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,7492.65185546875,0.12381615489721298,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation,checkpoint
car,kfold,5,5,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,7599.93212890625,0.12558896839618683,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality,checkpoint
car,kfold,5,5,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,7754.8583984375,0.1281491219997406,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation,checkpoint
student_performance,kfold,1,1,softmax,NN-kNN (softmax),pure,pure,1.3937928676605225,0.4257640242576599,True,nnknn,softmax:pure,NN-kNN (softmax) - pure,checkpoint
student_performance,kfold,1,1,softmax,NN-kNN (softmax),adaptation,adaptation,1.284665584564209,0.39242875576019287,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation,checkpoint
student_performance,kfold,1,1,softmax_locality,NN-kNN (softmax) + locality,locality,locality,1.4114577770233154,0.4311601221561432,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality,checkpoint
student_performance,kfold,1,1,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,1.3581658601760864,0.4148809611797333,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation,checkpoint
student_performance,kfold,1,1,sparsemax,NN-kNN (sparsemax),pure,pure,1.8478751182556152,0.5644732117652893,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure,checkpoint
student_performance,kfold,1,1,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,1.4168518781661987,0.43280789256095886,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation,checkpoint
student_performance,kfold,1,1,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,1.8504388332366943,0.5652563571929932,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality,checkpoint
student_performance,kfold,1,1,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,1.3787022829055786,0.42115429043769836,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation,checkpoint
student_performance,kfold,2,2,softmax,NN-kNN (softmax),pure,pure,1.1159820556640625,0.3398815989494324,True,nnknn,softmax:pure,NN-kNN (softmax) - pure,checkpoint
student_performance,kfold,2,2,softmax,NN-kNN (softmax),adaptation,adaptation,1.2341505289077759,0.3758707642555237,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation,checkpoint
student_performance,kfold,2,2,softmax_locality,NN-kNN (softmax) + locality,locality,locality,1.1815513372421265,0.35985130071640015,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality,checkpoint
student_performance,kfold,2,2,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,1.2153098583221436,0.370132714509964,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation,checkpoint
student_performance,kfold,2,2,sparsemax,NN-kNN (sparsemax),pure,pure,1.7080905437469482,0.5202131867408752,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure,checkpoint
student_performance,kfold,2,2,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,1.415757179260254,0.4311806261539459,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation,checkpoint
student_performance,kfold,2,2,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,1.6187412738800049,0.49300113320350647,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality,checkpoint
student_performance,kfold,2,2,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,1.343969464302063,0.4093170464038849,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation,checkpoint
student_performance,kfold,3,3,softmax,NN-kNN (softmax),pure,pure,1.6491972208023071,0.5343987345695496,True,nnknn,softmax:pure,NN-kNN (softmax) - pure,checkpoint
student_performance,kfold,3,3,softmax,NN-kNN (softmax),adaptation,adaptation,1.749473214149475,0.566891610622406,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation,checkpoint
student_performance,kfold,3,3,softmax_locality,NN-kNN (softmax) + locality,locality,locality,1.75081467628479,0.5673264265060425,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality,checkpoint
student_performance,kfold,3,3,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,1.7527742385864258,0.5679612755775452,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation,checkpoint
student_performance,kfold,3,3,sparsemax,NN-kNN (sparsemax),pure,pure,2.164163112640381,0.7012659907341003,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure,checkpoint
student_performance,kfold,3,3,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,1.834083080291748,0.5943082571029663,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation,checkpoint
student_performance,kfold,3,3,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,2.1278719902038574,0.6895063519477844,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality,checkpoint
student_performance,kfold,3,3,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,1.7973896265029907,0.5824182629585266,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation,checkpoint
student_performance,kfold,4,4,softmax,NN-kNN (softmax),pure,pure,1.3041257858276367,0.4100775122642517,True,nnknn,softmax:pure,NN-kNN (softmax) - pure,checkpoint
student_performance,kfold,4,4,softmax,NN-kNN (softmax),adaptation,adaptation,1.3722116947174072,0.43148690462112427,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation,checkpoint
student_performance,kfold,4,4,softmax_locality,NN-kNN (softmax) + locality,locality,locality,1.2931666374206543,0.4066314995288849,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality,checkpoint
student_performance,kfold,4,4,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,1.379664659500122,0.43383046984672546,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation,checkpoint
student_performance,kfold,4,4,sparsemax,NN-kNN (sparsemax),pure,pure,1.5917905569076538,0.5005326271057129,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure,checkpoint
student_performance,kfold,4,4,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,1.4291890859603882,0.44940319657325745,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation,checkpoint
student_performance,kfold,4,4,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,1.4419574737548828,0.45341816544532776,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality,checkpoint
student_performance,kfold,4,4,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,1.3806790113449097,0.4341493844985962,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation,checkpoint
student_performance,kfold,5,5,softmax,NN-kNN (softmax),pure,pure,0.9066179990768433,0.272812157869339,True,nnknn,softmax:pure,NN-kNN (softmax) - pure,checkpoint
student_performance,kfold,5,5,softmax,NN-kNN (softmax),adaptation,adaptation,0.9691806435585022,0.29163801670074463,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation,checkpoint
student_performance,kfold,5,5,softmax_locality,NN-kNN (softmax) + locality,locality,locality,0.8723454475402832,0.2624991536140442,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality,checkpoint
student_performance,kfold,5,5,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,0.9450554251670837,0.2843784689903259,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation,checkpoint
student_performance,kfold,5,5,sparsemax,NN-kNN (sparsemax),pure,pure,1.749693512916565,0.5265036225318909,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure,checkpoint
student_performance,kfold,5,5,sparsemax,NN-kNN (sparsemax),adaptation,adaptation,1.4397279024124146,0.43323129415512085,True,nnknn,sparsemax:adaptation,NN-kNN (sparsemax) - adaptation,checkpoint
student_performance,kfold,5,5,sparsemax_locality,NN-kNN (sparsemax) + locality,locality,locality,1.3882167339324951,0.41773098707199097,True,nnknn,sparsemax_locality:locality,NN-kNN (sparsemax) + locality - locality,checkpoint
student_performance,kfold,5,5,sparsemax_locality,NN-kNN (sparsemax) + locality,locality + adaptation,locality + adaptation,1.2627252340316772,0.37996906042099,True,nnknn,sparsemax_locality:locality + adaptation,NN-kNN (sparsemax) + locality - locality + adaptation,checkpoint
yacht,kfold,1,1,softmax,NN-kNN (softmax),pure,pure,3.0112366676330566,0.20915596187114716,True,nnknn,softmax:pure,NN-kNN (softmax) - pure,checkpoint
yacht,kfold,1,1,softmax,NN-kNN (softmax),adaptation,adaptation,1.9045419692993164,0.13228662312030792,True,nnknn,softmax:adaptation,NN-kNN (softmax) - adaptation,checkpoint
yacht,kfold,1,1,softmax_locality,NN-kNN (softmax) + locality,locality,locality,3.766860008239746,0.26164039969444275,True,nnknn,softmax_locality:locality,NN-kNN (softmax) + locality - locality,checkpoint
yacht,kfold,1,1,softmax_locality,NN-kNN (softmax) + locality,locality + adaptation,locality + adaptation,1.4311515092849731,0.09940562397241592,True,nnknn,softmax_locality:locality + adaptation,NN-kNN (softmax) + locality - locality + adaptation,checkpoint
yacht,kfold,1,1,sparsemax,NN-kNN (sparsemax),pure,pure,1.3943774700164795,0.09685133397579193,True,nnknn,sparsemax:pure,NN-kNN (sparsemax) - pure,checkpoint
